sample_id,latitude,longitude,nearest_moil_mine,distance_to_mine_km,elevation_m,ndvi_sentinel2,soil_moisture_sar_pct,lst_celsius_landsat9,rainfall_annual_chirps_mm,bouguer_gravity_anomaly_mgal,swir_alteration_ratio,magnetic_susceptibility_si,manganese_present
MOIL-SAMP-00189,21.59617,79.74359,Chikla Mine,3.51,447.6,0.699,51.4,30.7,1518.4,4.8,1.27,17.4,0
MOIL-SAMP-00190,21.55876,79.71164,Dongri Buzurg Mine,1.57,316.5,0.33,45.6,36.4,1244.4,34.16,2.014,34.9,1
MOIL-SAMP-00191,21.78326,80.17178,Balaghat Mine (Largest underground Mn mine),2.66,340.9,0.282,43.1,34.1,1258.7,29.92,1.779,49.1,1
MOIL-SAMP-00192,21.42132,79.27422,Kandri Mine,0.89,372.9,0.171,58.6,34.9,1306.3,24.46,1.399,31.6,1
MOIL-SAMP-00193,21.83716,80.21476,Balaghat Mine (Largest underground Mn mine),4.77,450.1,0.677,56.0,27.1,1361.0,-8.97,1.446,21.2,0
MOIL-SAMP-00194,21.53419,79.68384,Dongri Buzurg Mine,2.6,414.6,0.597,43.9,30.5,1435.1,5.92,1.119,6.4,0
MOIL-SAMP-00195,21.57465,79.76729,Sitasaongi Mine,1.13,433.0,0.265,54.7,32.3,1442.4,29.78,2.204,39.9,1
MOIL-SAMP-00196,21.42849,79.27182,Kandri Mine,1.36,391.9,0.293,44.4,33.4,1320.3,27.68,2.128,22.9,1
MOIL-SAMP-00197,21.41731,79.27702,Mansar Mine,2.18,357.6,0.748,31.1,34.9,1271.7,-9.06,1.433,22.3,0
MOIL-SAMP-00198,21.68186,79.7058,Tirodi Mine,1.2,395.0,0.197,74.5,35.0,1246.4,13.04,1.583,34.8,1
MOIL-SAMP-00199,21.55288,79.68651,Dongri Buzurg Mine,1.13,305.6,0.279,54.1,35.3,1400.7,23.23,2.314,41.2,1
MOIL-SAMP-00200,21.55525,79.75605,Sitasaongi Mine,3.11,358.7,0.247,64.2,37.5,1179.9,20.17,2.296,30.2,1
MOIL-SAMP-00201,21.43102,79.27929,Kandri Mine,2.01,315.6,0.178,66.3,37.6,1262.7,21.25,2.25,44.9,1
MOIL-SAMP-00202,21.37385,78.99889,Gumgaon Mine,1.96,376.7,0.266,56.4,37.0,1372.7,27.84,2.161,32.1,1
MOIL-SAMP-00203,21.66454,79.68835,Tirodi Mine,3.82,384.9,0.618,38.0,38.0,1222.3,-7.61,1.197,10.2,0
MOIL-SAMP-00204,21.65732,79.70542,Tirodi Mine,3.59,398.7,0.277,54.2,35.9,1272.1,26.94,2.156,23.5,1
MOIL-SAMP-00205,21.59544,79.74526,Chikla Mine,3.44,381.0,0.592,25.5,33.5,1423.2,1.12,1.352,18.5,0
MOIL-SAMP-00206,21.56882,79.75782,Sitasaongi Mine,1.6,301.8,0.209,57.3,35.8,1162.2,27.46,2.574,52.1,1
MOIL-SAMP-00207,21.56677,79.76322,Sitasaongi Mine,1.81,411.1,0.49,42.8,29.7,1402.4,-6.3,1.137,3.4,0
MOIL-SAMP-00208,21.82466,80.19231,Balaghat Mine (Largest underground Mn mine),2.5,358.3,0.802,36.0,33.2,1382.8,-9.39,1.473,5.4,0
MOIL-SAMP-00209,21.55799,79.72842,Chikla Mine,1.58,402.2,0.373,62.9,35.3,1251.7,19.27,2.21,36.0,1
MOIL-SAMP-00210,21.5654,79.75696,Sitasaongi Mine,1.99,259.2,0.555,43.0,30.2,1368.1,-2.14,1.3,10.6,0
MOIL-SAMP-00211,21.40829,79.25227,Kandri Mine,1.8,358.5,0.303,64.8,37.6,1287.1,31.51,2.125,65.5,1
MOIL-SAMP-00212,21.68391,79.70665,Tirodi Mine,1.0,411.1,0.308,56.3,34.6,1359.8,19.64,2.595,21.9,1
MOIL-SAMP-00213,21.5544,79.72469,Chikla Mine,2.11,319.7,0.38,66.4,34.3,1275.8,17.8,2.097,65.4,1
MOIL-SAMP-00214,21.40436,78.9918,Gumgaon Mine,1.85,320.2,0.531,41.5,29.3,1283.7,-5.43,1.29,8.0,0
MOIL-SAMP-00215,21.66874,79.73186,Tirodi Mine,2.8,377.8,0.665,31.8,33.0,1382.8,-1.39,0.885,1.9,0
MOIL-SAMP-00216,21.37841,79.27038,Mansar Mine,2.18,439.9,0.338,75.2,32.8,1297.9,20.39,2.017,50.8,1
MOIL-SAMP-00217,21.56107,79.73252,Chikla Mine,1.05,307.3,0.655,32.4,31.5,1355.3,-4.04,0.871,13.6,0
MOIL-SAMP-00218,21.72135,79.72816,Tirodi Mine,3.88,464.2,0.299,43.9,37.7,1261.5,29.53,2.045,42.6,1
MOIL-SAMP-00219,21.69727,79.7179,Tirodi Mine,1.02,468.3,0.249,57.0,37.3,1336.9,25.68,1.927,47.4,1
MOIL-SAMP-00220,21.68255,79.71704,Tirodi Mine,0.69,436.7,0.218,55.3,33.6,1328.3,22.11,2.389,35.9,1
MOIL-SAMP-00221,21.58569,79.76117,Sitasaongi Mine,0.3,410.6,0.336,50.1,35.8,1297.6,21.1,2.052,31.8,1
MOIL-SAMP-00222,21.66119,79.70127,Tirodi Mine,3.34,387.5,0.65,45.3,27.9,1409.9,-0.96,1.035,8.5,0
MOIL-SAMP-00223,21.4049,79.00682,Gumgaon Mine,1.57,448.8,0.572,41.1,29.0,1328.9,0.14,1.444,21.6,0
MOIL-SAMP-00224,21.58903,79.76111,Sitasaongi Mine,0.67,437.3,0.267,57.8,34.8,1179.3,28.08,2.396,50.9,1
MOIL-SAMP-00225,21.60911,79.7653,Sitasaongi Mine,2.92,417.5,0.684,54.4,30.9,1271.1,-5.75,1.034,15.9,0
MOIL-SAMP-00226,21.84438,80.18981,Balaghat Mine (Largest underground Mn mine),4.64,472.1,0.615,63.9,31.6,1492.5,-3.61,0.738,11.8,0
MOIL-SAMP-00227,21.70684,79.7193,Tirodi Mine,2.08,363.8,0.218,51.8,35.7,1224.3,22.51,2.165,36.4,1
MOIL-SAMP-00228,21.41603,79.27895,Mansar Mine,2.09,345.2,0.299,49.7,33.5,1186.0,32.61,2.021,30.6,1
MOIL-SAMP-00229,21.56539,79.75113,Sitasaongi Mine,2.2,302.4,0.171,75.9,30.2,1325.9,21.77,1.889,29.1,1
MOIL-SAMP-00230,21.57899,79.74765,Chikla Mine,1.71,302.9,0.283,62.0,34.4,1220.7,27.31,2.409,43.9,1
MOIL-SAMP-00231,21.96291,80.45167,Ukwa Mine,1.78,426.4,0.759,36.2,32.3,1307.4,-4.26,1.657,9.3,0
MOIL-SAMP-00232,21.56899,79.70698,Dongri Buzurg Mine,1.93,418.9,0.181,58.4,34.6,1274.1,27.63,2.012,65.1,1
MOIL-SAMP-00233,21.56473,79.73834,Chikla Mine,0.38,432.2,0.174,53.1,35.5,1376.1,20.74,2.334,42.6,1
MOIL-SAMP-00234,21.56922,79.74043,Chikla Mine,0.55,423.2,0.162,52.3,33.8,1541.3,19.56,2.194,72.9,1
MOIL-SAMP-00235,21.759,80.16266,Balaghat Mine (Largest underground Mn mine),5.44,342.9,0.176,62.0,32.6,1405.9,30.88,2.346,41.0,1
MOIL-SAMP-00236,21.58136,79.75387,Sitasaongi Mine,0.76,333.2,0.272,70.9,36.7,1208.0,24.27,2.282,20.4,1
MOIL-SAMP-00237,21.67683,79.71984,Tirodi Mine,1.38,390.1,0.369,63.9,34.4,1379.4,28.18,1.854,30.8,1
MOIL-SAMP-00238,21.59541,79.76013,Sitasaongi Mine,1.38,358.0,0.128,65.8,35.6,1312.3,21.22,1.717,46.7,1
MOIL-SAMP-00239,21.54237,79.72912,Chikla Mine,2.79,390.3,0.429,55.4,36.9,1316.7,35.28,2.273,22.8,1
MOIL-SAMP-00240,21.41914,79.01704,Gumgaon Mine,3.42,355.3,0.88,30.1,28.6,1250.0,-6.03,0.894,14.1,0
MOIL-SAMP-00241,21.59649,79.71233,Dongri Buzurg Mine,4.95,366.2,0.869,53.7,32.8,1219.8,3.23,0.982,16.4,0
MOIL-SAMP-00242,21.66222,79.69971,Tirodi Mine,3.31,506.2,0.359,70.0,36.1,1265.4,28.3,2.638,30.6,1
MOIL-SAMP-00243,21.66195,79.72486,Tirodi Mine,3.11,424.3,0.644,27.1,29.8,1513.4,-1.85,1.433,11.7,0
MOIL-SAMP-00244,21.40055,79.26469,Mansar Mine,0.91,343.9,0.268,57.5,30.7,1298.4,25.92,2.529,44.0,1
MOIL-SAMP-00245,21.84426,80.21322,Balaghat Mine (Largest underground Mn mine),5.34,424.1,0.254,60.1,36.4,1357.4,34.32,2.385,38.7,1
MOIL-SAMP-00246,21.70765,79.72218,Tirodi Mine,2.24,440.9,0.261,51.8,34.3,1309.8,17.25,1.828,41.1,1
MOIL-SAMP-00247,21.85581,80.20809,Balaghat Mine (Largest underground Mn mine),6.27,443.9,0.374,63.7,33.8,1256.8,29.62,2.179,32.1,1
MOIL-SAMP-00248,21.64633,79.70413,Tirodi Mine,4.8,447.1,0.604,51.3,29.4,1309.2,-14.92,0.965,6.3,0
MOIL-SAMP-00249,21.36489,78.99549,Gumgaon Mine,3.01,325.0,0.596,39.1,30.5,1289.6,-3.55,0.888,11.4,0
MOIL-SAMP-00250,21.7068,79.71159,Tirodi Mine,2.05,429.9,0.191,66.2,34.4,1358.4,25.23,1.9,60.3,1
MOIL-SAMP-00251,21.60377,79.77109,Sitasaongi Mine,2.52,454.0,0.325,48.2,37.1,1361.9,28.27,2.435,42.7,1
MOIL-SAMP-00252,21.95692,80.44817,Ukwa Mine,2.39,446.6,0.414,31.0,30.3,1271.5,-8.82,1.322,14.9,0
MOIL-SAMP-00253,21.37928,78.98866,Gumgaon Mine,1.97,444.0,0.494,64.6,33.6,1168.4,-0.44,1.1,16.8,0
MOIL-SAMP-00254,21.67192,79.71594,Tirodi Mine,1.84,412.9,0.202,67.4,34.7,1344.9,27.17,2.004,52.0,1
MOIL-SAMP-00255,21.4236,79.268,Kandri Mine,0.74,358.2,0.378,74.1,30.6,1344.2,21.83,2.327,32.2,1
MOIL-SAMP-00256,21.66463,79.68241,Tirodi Mine,4.28,405.5,0.625,39.2,30.5,1422.4,0.77,1.151,7.3,0
MOIL-SAMP-00257,21.98936,80.49531,Ukwa Mine,3.68,367.5,0.722,35.6,34.4,1256.5,0.48,0.77,15.3,0
MOIL-SAMP-00258,21.77511,80.18633,Balaghat Mine (Largest underground Mn mine),3.03,437.0,0.714,39.8,30.8,1343.7,-4.56,1.333,15.3,0
MOIL-SAMP-00259,21.99463,80.4804,Ukwa Mine,3.21,391.5,0.666,51.4,36.2,1236.6,3.92,1.692,11.1,0
MOIL-SAMP-00260,21.55663,79.76183,Sitasaongi Mine,2.92,379.2,0.832,64.3,35.1,1374.0,-2.57,0.874,4.9,0
MOIL-SAMP-00261,21.56463,79.73723,Chikla Mine,0.49,398.2,0.313,54.2,35.0,1394.3,16.59,2.783,22.6,1
MOIL-SAMP-00262,21.65245,79.69392,Tirodi Mine,4.54,368.1,0.658,26.5,30.6,1202.6,-17.57,1.024,20.7,0
MOIL-SAMP-00263,21.5887,79.71224,Dongri Buzurg Mine,4.13,383.5,0.338,67.9,35.9,1388.8,17.98,2.13,34.2,1
MOIL-SAMP-00264,21.55785,79.74733,Chikla Mine,0.92,402.0,0.276,64.4,34.9,1333.8,20.86,2.323,46.8,1
MOIL-SAMP-00265,21.78716,80.18265,Balaghat Mine (Largest underground Mn mine),1.76,305.6,0.256,59.0,33.2,1291.6,25.52,1.441,41.3,1
MOIL-SAMP-00266,21.54258,79.69056,Dongri Buzurg Mine,1.45,294.4,0.424,65.4,33.2,1320.2,20.57,2.117,48.8,1
MOIL-SAMP-00267,21.36152,78.99707,Gumgaon Mine,3.33,418.4,0.206,69.0,37.7,1278.1,19.9,2.312,37.4,1
MOIL-SAMP-00268,21.41052,79.2741,Mansar Mine,1.39,344.0,0.215,56.6,38.9,1361.2,27.82,2.371,53.0,1
MOIL-SAMP-00269,21.59708,79.76733,Sitasaongi Mine,1.69,425.5,0.298,68.5,36.3,1305.7,18.04,2.061,53.2,1
MOIL-SAMP-00270,21.42419,79.26444,Kandri Mine,0.84,316.6,0.265,46.8,35.9,1177.0,12.04,2.17,45.7,1
MOIL-SAMP-00271,21.41567,79.27149,Kandri Mine,0.49,371.4,0.306,63.4,35.6,1205.6,17.76,2.035,45.3,1
MOIL-SAMP-00272,21.55292,79.68015,Dongri Buzurg Mine,1.79,413.0,0.58,47.8,35.4,1275.0,-1.09,0.886,6.4,0
MOIL-SAMP-00273,21.95339,80.44399,Ukwa Mine,2.96,338.6,0.637,31.9,31.5,1391.1,-7.05,1.147,14.1,0
MOIL-SAMP-00274,21.69549,79.72493,Tirodi Mine,1.29,418.0,0.257,68.1,35.0,1289.0,27.85,2.139,46.6,1
MOIL-SAMP-00275,21.70325,79.73191,Tirodi Mine,2.39,436.8,0.522,57.6,30.6,1256.5,-4.5,1.494,19.0,0
MOIL-SAMP-00276,21.59467,79.77307,Sitasaongi Mine,1.8,482.4,0.272,53.4,34.6,1334.9,26.69,1.974,59.7,1
MOIL-SAMP-00277,21.57213,79.74708,Chikla Mine,0.99,371.3,0.12,58.0,36.9,1305.5,25.27,1.847,56.5,1
MOIL-SAMP-00278,21.39494,79.24613,Kandri Mine,3.26,386.7,0.426,55.2,29.3,1377.7,0.65,1.174,10.8,0
MOIL-SAMP-00279,21.57973,79.7481,Chikla Mine,1.8,431.8,0.513,50.9,33.5,1318.0,4.24,1.385,11.1,0
MOIL-SAMP-00280,21.97891,80.45744,Ukwa Mine,1.63,461.3,0.88,22.0,26.2,1426.6,-10.58,1.374,8.1,0
MOIL-SAMP-00281,21.78858,80.17234,Balaghat Mine (Largest underground Mn mine),2.18,364.4,0.625,31.2,26.5,1272.4,-1.18,1.369,11.8,0
MOIL-SAMP-00282,21.94751,80.44558,Ukwa Mine,3.24,370.3,0.272,51.6,33.6,1155.9,29.04,2.219,32.8,1
MOIL-SAMP-00283,21.38608,79.00177,Gumgaon Mine,0.58,294.8,0.641,35.3,31.5,1382.7,-6.4,1.084,7.6,0
MOIL-SAMP-00284,21.43,79.27246,Kandri Mine,1.54,377.1,0.268,65.2,35.2,1271.6,23.37,2.033,53.5,1
MOIL-SAMP-00285,21.56985,79.71264,Dongri Buzurg Mine,2.36,423.6,0.64,36.2,32.8,1382.3,-11.1,1.195,8.5,0
MOIL-SAMP-00286,21.41908,79.26844,Kandri Mine,0.27,352.1,0.48,62.2,37.1,1338.2,26.62,1.855,43.8,1
MOIL-SAMP-00287,21.36927,78.99178,Gumgaon Mine,2.68,335.4,0.553,47.3,31.0,1275.1,-0.15,1.074,19.2,0
MOIL-SAMP-00288,21.4214,79.00151,Gumgaon Mine,3.34,344.8,0.77,38.7,29.7,1342.8,0.46,1.151,14.4,0
MOIL-SAMP-00289,21.67105,79.69522,Tirodi Mine,2.81,350.2,0.54,24.6,34.8,1273.5,-3.64,1.002,13.9,0
MOIL-SAMP-00290,21.57706,79.72394,Dongri Buzurg Mine,3.75,373.1,0.52,30.7,32.3,1297.6,-4.1,0.665,6.5,0
MOIL-SAMP-00291,21.40853,79.25921,Kandri Mine,1.24,375.2,0.183,56.5,36.1,1252.6,24.25,1.752,38.0,1
MOIL-SAMP-00292,21.58609,79.764,Sitasaongi Mine,0.46,388.6,0.21,57.7,34.9,1368.4,12.67,2.046,43.0,1
MOIL-SAMP-00293,21.56274,79.68725,Dongri Buzurg Mine,1.43,419.9,0.191,56.6,35.5,1289.2,31.38,2.095,45.6,1
MOIL-SAMP-00294,21.73219,79.73412,Tirodi Mine,5.22,361.1,0.48,49.7,31.8,1389.0,2.31,1.024,12.1,0
MOIL-SAMP-00295,22.00379,80.49244,Ukwa Mine,4.69,445.7,0.565,28.5,38.2,1433.5,-4.54,1.139,9.3,0
MOIL-SAMP-00296,21.52063,79.67567,Dongri Buzurg Mine,4.32,361.5,0.258,63.2,35.5,1170.5,26.43,2.048,43.3,1
MOIL-SAMP-00297,21.86493,80.2069,Balaghat Mine (Largest underground Mn mine),7.19,291.6,0.817,51.8,26.9,1201.0,-7.76,0.998,1.2,0
MOIL-SAMP-00298,21.67335,79.70072,Tirodi Mine,2.23,329.1,0.705,50.8,35.4,1286.3,-7.61,1.166,4.5,0
MOIL-SAMP-00299,21.53716,79.73481,Chikla Mine,3.11,364.5,0.381,68.1,34.3,1276.1,19.13,2.101,36.8,1
MOIL-SAMP-00300,21.39536,79.00045,Gumgaon Mine,0.52,361.0,0.288,47.9,35.4,1343.6,24.86,1.736,22.8,1
MOIL-SAMP-00301,21.95405,80.46448,Ukwa Mine,1.58,521.4,0.32,67.8,34.3,1335.7,19.58,2.449,40.8,1
MOIL-SAMP-00302,21.39618,78.99125,Gumgaon Mine,1.32,325.4,0.279,56.2,33.1,1380.8,27.98,1.845,56.7,1
MOIL-SAMP-00303,21.58329,79.75984,Sitasaongi Mine,0.12,367.6,0.16,55.9,37.8,1289.7,30.36,2.548,33.7,1
MOIL-SAMP-00304,21.60423,79.77735,Sitasaongi Mine,2.89,316.1,0.668,17.6,28.6,1329.5,-11.43,1.314,15.9,0
MOIL-SAMP-00305,21.43304,79.00116,Gumgaon Mine,4.63,334.6,0.764,39.0,31.6,1306.5,-7.4,1.266,13.6,0
MOIL-SAMP-00306,21.66821,79.71379,Tirodi Mine,2.25,309.9,0.667,63.7,30.7,1306.1,-8.82,1.29,9.8,0
MOIL-SAMP-00307,21.66761,79.70384,Tirodi Mine,2.58,395.3,0.525,57.2,32.6,1421.0,2.22,1.515,16.5,0
MOIL-SAMP-00308,21.97276,80.47475,Ukwa Mine,0.87,479.0,0.146,52.8,37.3,1184.7,37.43,1.959,38.6,1
MOIL-SAMP-00309,21.93987,80.45636,Ukwa Mine,3.33,377.3,0.302,60.0,35.8,1398.8,14.12,2.3,56.2,1
MOIL-SAMP-00310,21.73855,79.73419,Tirodi Mine,5.88,382.6,0.575,51.3,26.3,1264.2,-0.45,1.099,11.3,0
MOIL-SAMP-00311,21.96886,80.45568,Ukwa Mine,1.28,403.7,0.127,52.3,33.2,1393.8,17.5,1.856,43.8,1
MOIL-SAMP-00312,21.85001,80.21396,Balaghat Mine (Largest underground Mn mine),5.93,382.6,0.618,53.6,32.3,1314.2,-3.32,1.519,16.9,0
MOIL-SAMP-00313,21.6894,79.72209,Tirodi Mine,0.74,421.9,0.314,52.4,33.8,1341.5,39.04,2.365,37.9,1
MOIL-SAMP-00314,21.40146,79.26826,Mansar Mine,0.62,464.3,0.339,61.8,34.7,1161.3,18.96,2.493,36.4,1
MOIL-SAMP-00315,21.66562,79.71859,Tirodi Mine,2.56,465.7,0.699,52.4,33.0,1363.2,-6.93,1.376,13.0,0
MOIL-SAMP-00316,21.36099,79.01087,Gumgaon Mine,3.44,325.8,0.801,51.7,33.6,1263.3,-17.23,0.946,1.5,0
MOIL-SAMP-00317,21.79137,80.17365,Balaghat Mine (Largest underground Mn mine),1.87,512.4,0.355,69.4,33.2,1334.8,22.84,2.927,38.7,1
MOIL-SAMP-00318,21.39628,79.27639,Mansar Mine,0.4,356.1,0.261,39.0,33.4,1289.6,26.3,2.521,45.0,1
MOIL-SAMP-00319,21.67861,79.70211,Tirodi Mine,1.72,355.6,0.679,60.8,25.8,1336.7,-4.55,1.239,1.2,0
MOIL-SAMP-00320,21.58451,79.74054,Chikla Mine,2.22,435.1,0.512,40.8,28.0,1434.3,-1.79,1.102,6.0,0
MOIL-SAMP-00321,21.36059,79.26614,Mansar Mine,4.2,403.6,0.73,69.3,26.9,1258.8,-2.13,1.11,12.8,0
MOIL-SAMP-00322,21.39231,78.98657,Gumgaon Mine,1.69,340.9,0.598,41.6,26.0,1305.4,-11.67,1.218,11.9,0
MOIL-SAMP-00323,21.59836,79.76855,Sitasaongi Mine,1.87,395.5,0.254,62.3,35.6,1381.6,26.06,2.016,34.9,1
MOIL-SAMP-00324,21.40209,79.28369,Mansar Mine,1.2,327.3,0.231,60.9,35.3,1292.6,32.27,1.629,42.6,1
MOIL-SAMP-00325,21.60121,79.70157,Dongri Buzurg Mine,5.24,418.5,0.601,35.4,25.4,1323.3,-9.29,1.027,6.0,0
MOIL-SAMP-00326,22.00529,80.49477,Ukwa Mine,4.96,401.4,0.517,66.3,33.0,1318.4,-12.17,1.152,16.0,0
MOIL-SAMP-00327,21.41334,79.27255,Kandri Mine,0.7,408.9,0.272,58.2,33.6,1196.2,32.7,2.705,66.7,1
MOIL-SAMP-00328,21.65941,79.70479,Tirodi Mine,3.39,360.4,0.542,52.6,33.1,1370.9,-3.87,0.872,19.5,0
MOIL-SAMP-00329,21.64329,79.70431,Tirodi Mine,5.12,379.0,0.788,18.1,31.3,1294.8,-3.7,1.219,15.7,0
MOIL-SAMP-00330,21.40851,79.27187,Mansar Mine,1.17,413.1,0.299,50.9,34.4,1393.6,25.88,2.717,25.8,1
MOIL-SAMP-00331,21.73547,80.17635,Balaghat Mine (Largest underground Mn mine),7.5,423.5,0.503,42.5,28.9,1371.2,-9.96,0.861,16.3,0
MOIL-SAMP-00332,21.40749,79.27894,Mansar Mine,1.22,395.1,0.292,48.1,36.7,1227.7,13.47,2.48,37.1,1
MOIL-SAMP-00333,21.53315,79.69507,Dongri Buzurg Mine,2.32,327.7,0.585,48.1,33.3,1306.6,-17.3,1.206,12.8,0
MOIL-SAMP-00334,21.67949,79.71488,Tirodi Mine,1.0,414.5,0.271,58.5,37.1,1272.9,29.8,1.923,34.8,1
MOIL-SAMP-00335,21.83041,80.20078,Balaghat Mine (Largest underground Mn mine),3.39,424.9,0.155,55.1,34.2,1274.1,22.23,2.132,49.2,1
MOIL-SAMP-00336,21.5949,79.76112,Sitasaongi Mine,1.32,335.5,0.309,68.0,34.4,1343.6,20.9,2.856,51.8,1
MOIL-SAMP-00337,21.42981,79.26322,Kandri Mine,1.47,341.0,0.241,63.4,35.2,1297.9,19.54,2.264,37.6,1
MOIL-SAMP-00338,21.39669,79.25399,Kandri Mine,2.62,413.6,0.762,47.6,31.6,1402.0,-2.8,1.365,5.9,0
MOIL-SAMP-00339,21.41035,79.01488,Gumgaon Mine,2.46,369.2,0.256,57.0,33.4,1275.4,33.83,2.337,33.6,1
MOIL-SAMP-00340,21.54444,79.76055,Sitasaongi Mine,4.26,346.1,0.58,53.5,32.5,1259.2,-5.08,1.083,17.1,0
MOIL-SAMP-00341,21.71398,79.72416,Tirodi Mine,2.97,335.2,0.719,46.7,30.2,1251.5,3.79,1.065,17.3,0
MOIL-SAMP-00342,21.57035,79.75377,Sitasaongi Mine,1.59,253.2,0.315,54.9,34.1,1480.3,28.46,2.212,40.6,1
MOIL-SAMP-00343,21.42063,79.27148,Kandri Mine,0.61,395.0,0.202,60.5,32.7,1232.2,21.71,2.282,63.1,1
MOIL-SAMP-00344,21.43318,79.27912,Kandri Mine,2.19,367.4,0.212,61.9,34.8,1447.9,31.28,2.21,55.4,1
MOIL-SAMP-00345,21.785,80.1769,Balaghat Mine (Largest underground Mn mine),2.21,353.1,0.258,56.7,31.3,1309.0,24.15,1.766,44.4,1
MOIL-SAMP-00346,21.59513,79.72352,Dongri Buzurg Mine,5.29,376.2,0.848,39.6,33.0,1318.1,4.59,1.023,17.0,0
MOIL-SAMP-00347,21.53159,79.69797,Dongri Buzurg Mine,2.48,410.3,0.694,39.3,26.1,1266.2,-0.89,0.692,11.5,0
MOIL-SAMP-00348,21.83383,80.19689,Balaghat Mine (Largest underground Mn mine),3.6,363.6,0.233,48.9,35.9,1351.9,21.66,1.611,37.3,1
MOIL-SAMP-00349,21.39319,79.00899,Gumgaon Mine,0.68,348.0,0.261,58.0,36.3,1268.3,26.85,1.345,57.7,1
MOIL-SAMP-00350,21.42125,79.26217,Kandri Mine,0.69,315.8,0.191,72.6,32.6,1329.7,24.81,2.116,56.6,1
MOIL-SAMP-00351,21.56011,79.73593,Chikla Mine,0.79,383.6,0.244,67.3,35.2,1229.4,7.02,2.583,59.1,1
MOIL-SAMP-00352,21.79288,80.15729,Balaghat Mine (Largest underground Mn mine),3.28,442.0,0.582,29.5,33.0,1323.1,-7.49,1.556,4.3,0
MOIL-SAMP-00353,21.35815,79.00053,Gumgaon Mine,3.66,249.5,0.404,60.9,32.3,1229.9,-0.05,0.978,15.6,0
MOIL-SAMP-00354,21.55038,79.69746,Dongri Buzurg Mine,0.4,370.1,0.357,62.1,35.7,1328.1,10.76,2.273,40.1,1
MOIL-SAMP-00355,21.76675,80.16068,Balaghat Mine (Largest underground Mn mine),4.82,361.4,0.581,35.1,29.2,1249.4,-2.33,0.73,4.4,0
MOIL-SAMP-00356,21.41131,79.2761,Mansar Mine,1.51,359.5,0.341,41.8,33.3,1165.6,18.75,1.897,46.5,1
MOIL-SAMP-00357,21.38829,79.01301,Gumgaon Mine,1.11,383.1,0.315,63.9,32.1,1332.1,24.21,1.734,40.2,1
MOIL-SAMP-00358,21.51305,79.67453,Dongri Buzurg Mine,5.11,414.2,0.693,49.1,32.6,1165.6,-0.51,1.062,25.0,0
MOIL-SAMP-00359,21.40177,79.26812,Mansar Mine,0.66,374.6,0.39,38.7,30.0,1330.4,5.32,1.182,10.6,0
MOIL-SAMP-00360,21.57016,79.74488,Chikla Mine,0.69,445.9,0.258,58.8,34.6,1322.0,23.27,2.371,68.2,1
MOIL-SAMP-00361,21.41287,79.25358,Kandri Mine,1.46,366.2,0.196,62.0,33.5,1382.1,30.67,2.345,31.7,1
MOIL-SAMP-00362,21.8415,80.19854,Balaghat Mine (Largest underground Mn mine),4.47,399.1,0.419,72.3,34.7,1386.1,28.37,2.65,51.7,1
MOIL-SAMP-00363,21.95949,80.46059,Ukwa Mine,1.21,389.1,0.354,56.5,37.3,1216.2,23.63,2.075,32.4,1
MOIL-SAMP-00364,21.59061,79.76227,Sitasaongi Mine,0.85,281.2,0.346,60.5,33.3,1374.3,16.84,2.212,39.8,1
MOIL-SAMP-00365,21.4054,79.00263,Gumgaon Mine,1.57,399.5,0.282,44.0,37.8,1252.8,20.19,2.491,59.2,1
MOIL-SAMP-00366,21.41147,79.27398,Mansar Mine,1.49,366.2,0.326,73.3,31.7,1370.1,16.44,2.269,42.1,1
MOIL-SAMP-00367,21.41435,79.25599,Kandri Mine,1.18,381.2,0.322,52.7,35.5,1219.0,30.11,1.911,31.9,1
MOIL-SAMP-00368,21.9994,80.47828,Ukwa Mine,3.63,437.9,0.724,43.1,33.3,1213.2,-3.88,1.019,15.5,0
MOIL-SAMP-00369,21.41362,79.27219,Kandri Mine,0.65,393.1,0.299,68.9,32.7,1246.3,40.42,1.935,57.1,1
MOIL-SAMP-00370,21.59638,79.77239,Sitasaongi Mine,1.89,345.0,0.293,68.4,36.6,1278.5,14.24,1.575,44.1,1
MOIL-SAMP-00371,21.56052,79.74337,Chikla Mine,0.46,353.7,0.307,55.9,36.9,1414.3,17.58,2.66,49.4,1
MOIL-SAMP-00372,21.3771,79.26112,Mansar Mine,2.62,349.6,0.344,50.5,35.4,1342.3,21.94,2.11,31.6,1
MOIL-SAMP-00373,21.42162,79.28369,Mansar Mine,2.84,355.3,0.745,35.5,30.5,1321.3,2.62,1.467,9.3,0
MOIL-SAMP-00374,21.61846,79.76763,Sitasaongi Mine,3.98,381.5,0.626,38.2,26.8,1413.4,-0.19,1.5,6.6,0
MOIL-SAMP-00375,21.5197,79.67374,Dongri Buzurg Mine,4.51,347.6,0.53,36.8,32.5,1361.6,0.88,1.281,8.7,0
MOIL-SAMP-00376,21.40363,79.28522,Mansar Mine,1.41,410.3,0.247,61.5,37.7,1311.7,23.88,2.904,45.4,1
MOIL-SAMP-00377,21.39474,79.2657,Mansar Mine,0.84,325.4,0.328,62.5,36.1,1308.1,35.08,2.154,51.2,1
MOIL-SAMP-00378,21.95313,80.44696,Ukwa Mine,2.72,431.7,0.18,68.0,37.0,1341.2,27.09,2.608,50.2,1
